,acronym,0,abrev,tag,casa_fullform,faa_fullform,iata_fullform
53141,policies/procedures,1.0,0,neg_nonalpha_abrev,,,
53142,duty?,1.0,0,neg_nonalpha_abrev,,,
53143,tobt/tsat,1.0,0,neg_nonalpha_abrev,,,
53144,clearance/start,1.0,0,neg_nonalpha_abrev,,,
53146,'pnw',1.0,0,neg_nonalpha_abrev,,,
53147,ft/vnav,1.0,0,neg_nonalpha_abrev,,,
53148,ft/left,1.0,0,neg_nonalpha_abrev,,,
53149,bt',1.0,0,neg_nonalpha_abrev,,,
53153,autolands/cat,1.0,0,neg_nonalpha_abrev,,,
53155,pugee),1.0,0,neg_nonalpha_abrev,,,
53162,'california,1.0,0,neg_nonalpha_abrev,,,
53163,zdc/pct,1.0,0,neg_nonalpha_abrev,,,
53164,commentary:,1.0,0,neg_nonalpha_abrev,,,
53166,cgp),1.0,0,neg_nonalpha_abrev,,,
53167,'communicating,1.0,0,neg_nonalpha_abrev,,,
53168,'navigating',1.0,0,neg_nonalpha_abrev,,,
53169,'aviating',1.0,0,neg_nonalpha_abrev,,,
53170,unfortunate:,1.0,0,neg_nonalpha_abrev,,,
53172,company/union,1.0,0,neg_nonalpha_abrev,,,
53175,intercepting?,1.0,0,neg_nonalpha_abrev,,,
53178,'communication',1.0,0,neg_nonalpha_abrev,,,
53181,attn',1.0,0,neg_nonalpha_abrev,,,
53182,chklist/com,1.0,0,neg_nonalpha_abrev,,,
53186,'developmental',1.0,0,neg_nonalpha_abrev,,,
53189,individuals:,1.0,0,neg_nonalpha_abrev,,,
53190,290104',1.0,0,neg_nonalpha_abrev,,,
53191,ba3100),1.0,0,neg_nonalpha_abrev,,,
53192,'otherwise',1.0,0,neg_nonalpha_abrev,,,
53193,'depiction',1.0,0,neg_nonalpha_abrev,,,
53194,approves/disapproves,1.0,0,neg_nonalpha_abrev,,,
53195,prevent/correct,1.0,0,neg_nonalpha_abrev,,,
53197,'airport',1.0,0,neg_nonalpha_abrev,,,
53199,conflicts',1.0,0,neg_nonalpha_abrev,,,
53209,rainchk),1.0,0,neg_nonalpha_abrev,,,
53210,toi),1.0,0,neg_nonalpha_abrev,,,
53211,advise',1.0,0,neg_nonalpha_abrev,,,
53213,'pie,1.0,0,neg_nonalpha_abrev,,,
53214,ias',1.0,0,neg_nonalpha_abrev,,,
53218,'squeezing',1.0,0,neg_nonalpha_abrev,,,
53220,autoplt/vnav,1.0,0,neg_nonalpha_abrev,,,
53223,l52),1.0,0,neg_nonalpha_abrev,,,
53226,'careful',1.0,0,neg_nonalpha_abrev,,,
53227,ana/john,1.0,0,neg_nonalpha_abrev,,,
53229,dscnts',1.0,0,neg_nonalpha_abrev,,,
53230,'discretion,1.0,0,neg_nonalpha_abrev,,,
53231,arnes?,1.0,0,neg_nonalpha_abrev,,,
53236,sbp),1.0,0,neg_nonalpha_abrev,,,
53238,improper/illegal,1.0,0,neg_nonalpha_abrev,,,
53240,fast:,1.0,0,neg_nonalpha_abrev,,,
53244,'ro68',1.0,0,neg_nonalpha_abrev,,,
53246,'thinks',1.0,0,neg_nonalpha_abrev,,,
53247,'investigate,1.0,0,neg_nonalpha_abrev,,,
53248,special?,1.0,0,neg_nonalpha_abrev,,,
53250,violations?,1.0,0,neg_nonalpha_abrev,,,
53252,including',1.0,0,neg_nonalpha_abrev,,,
53254,scenarios',1.0,0,neg_nonalpha_abrev,,,
53256,'hvys',1.0,0,neg_nonalpha_abrev,,,
53257,rwai),1.0,0,neg_nonalpha_abrev,,,
53260,zuma),1.0,0,neg_nonalpha_abrev,,,
53261,cusp',1.0,0,neg_nonalpha_abrev,,,
53265,fmc/autothrottle,1.0,0,neg_nonalpha_abrev,,,
53267,'accidently',1.0,0,neg_nonalpha_abrev,,,
53274,'bayst',1.0,0,neg_nonalpha_abrev,,,
53279,breakdown:,1.0,0,neg_nonalpha_abrev,,,
53281,jan/tue,1.0,0,neg_nonalpha_abrev,,,
53283,757',1.0,0,neg_nonalpha_abrev,,,
53284,inversion/haze,1.0,0,neg_nonalpha_abrev,,,
53286,useless?,1.0,0,neg_nonalpha_abrev,,,
53287,'gunter',1.0,0,neg_nonalpha_abrev,,,
53288,bayst),1.0,0,neg_nonalpha_abrev,,,
53291,dsnding:,1.0,0,neg_nonalpha_abrev,,,
53292,'727,1.0,0,neg_nonalpha_abrev,,,
53293,tuning/identing,1.0,0,neg_nonalpha_abrev,,,
53299,queried),1.0,0,neg_nonalpha_abrev,,,
53300,'investigate',1.0,0,neg_nonalpha_abrev,,,
53301,'flch,1.0,0,neg_nonalpha_abrev,,,
53304,'corrective',1.0,0,neg_nonalpha_abrev,,,
53307,daggett),1.0,0,neg_nonalpha_abrev,,,
53310,sensors),1.0,0,neg_nonalpha_abrev,,,
53311,limit/floor,1.0,0,neg_nonalpha_abrev,,,
53313,change/automation,1.0,0,neg_nonalpha_abrev,,,
53314,call/congestion,1.0,0,neg_nonalpha_abrev,,,
53315,'overtake',1.0,0,neg_nonalpha_abrev,,,
53317,sequenced/positioned,1.0,0,neg_nonalpha_abrev,,,
53318,pressure],1.0,0,neg_nonalpha_abrev,,,
53319,'restricted,1.0,0,neg_nonalpha_abrev,,,
53320,'fl190',1.0,0,neg_nonalpha_abrev,,,
53322,tower/control,1.0,0,neg_nonalpha_abrev,,,
53323,'boach,1.0,0,neg_nonalpha_abrev,,,
53324,review:,1.0,0,neg_nonalpha_abrev,,,
53325,rules/separation,1.0,0,neg_nonalpha_abrev,,,
53327,airspace/floor,1.0,0,neg_nonalpha_abrev,,,
53331,pushback/start,1.0,0,neg_nonalpha_abrev,,,
53333,disca),1.0,0,neg_nonalpha_abrev,,,
53334,out/minimum,1.0,0,neg_nonalpha_abrev,,,
53335,witla',1.0,0,neg_nonalpha_abrev,,,
53336,'maximum',1.0,0,neg_nonalpha_abrev,,,
53337,shear/moderate,1.0,0,neg_nonalpha_abrev,,,
53338,maximum/minimum,1.0,0,neg_nonalpha_abrev,,,
53346,clearances/step,1.0,0,neg_nonalpha_abrev,,,
53347,sounded/alerted,1.0,0,neg_nonalpha_abrev,,,
53348,design/camera,1.0,0,neg_nonalpha_abrev,,,
53349,transfer],1.0,0,neg_nonalpha_abrev,,,
53351,another/preceding,1.0,0,neg_nonalpha_abrev,,,
53353,'strapping,1.0,0,neg_nonalpha_abrev,,,
53358,tarrk',1.0,0,neg_nonalpha_abrev,,,
53360,'diverging',1.0,0,neg_nonalpha_abrev,,,
53361,'4300,1.0,0,neg_nonalpha_abrev,,,
53362,letzz',1.0,0,neg_nonalpha_abrev,,,
53363,213),1.0,0,neg_nonalpha_abrev,,,
53364,dunked',1.0,0,neg_nonalpha_abrev,,,
53365,kibse),1.0,0,neg_nonalpha_abrev,,,
53368,stand],1.0,0,neg_nonalpha_abrev,,,
53369,'starting',1.0,0,neg_nonalpha_abrev,,,
53370,clpdc),1.0,0,neg_nonalpha_abrev,,,
53371,yours',1.0,0,neg_nonalpha_abrev,,,
53372,snapped),1.0,0,neg_nonalpha_abrev,,,
53376,'forest,1.0,0,neg_nonalpha_abrev,,,
53377,velocity],1.0,0,neg_nonalpha_abrev,,,
53378,'insignificant',1.0,0,neg_nonalpha_abrev,,,
53381,onto',1.0,0,neg_nonalpha_abrev,,,
53383,'incursion',1.0,0,neg_nonalpha_abrev,,,
53384,called/tried,1.0,0,neg_nonalpha_abrev,,,
53389,bwifn/fs,1.0,0,neg_nonalpha_abrev,,,
53390,jexix),1.0,0,neg_nonalpha_abrev,,,
53391,coopp),1.0,0,neg_nonalpha_abrev,,,
53392,hakid),1.0,0,neg_nonalpha_abrev,,,
53393,a320s),1.0,0,neg_nonalpha_abrev,,,
53394,egpws/terrain,1.0,0,neg_nonalpha_abrev,,,
53395,'built',1.0,0,neg_nonalpha_abrev,,,
53398,ingestion),1.0,0,neg_nonalpha_abrev,,,
53399,discussed/briefed,1.0,0,neg_nonalpha_abrev,,,
53407,'gorman,1.0,0,neg_nonalpha_abrev,,,
53408,dep/alt,1.0,0,neg_nonalpha_abrev,,,
53410,eads),1.0,0,neg_nonalpha_abrev,,,
53411,northcomm/norad,1.0,0,neg_nonalpha_abrev,,,
53413,turboprops?,1.0,0,neg_nonalpha_abrev,,,
53414,felt?,1.0,0,neg_nonalpha_abrev,,,
53415,separate),1.0,0,neg_nonalpha_abrev,,,
53416,'cam',1.0,0,neg_nonalpha_abrev,,,
53417,reduce/eliminate,1.0,0,neg_nonalpha_abrev,,,
53419,airspaces:,1.0,0,neg_nonalpha_abrev,,,
53420,normalized),1.0,0,neg_nonalpha_abrev,,,
53421,raptors),1.0,0,neg_nonalpha_abrev,,,
53425,knew/saw,1.0,0,neg_nonalpha_abrev,,,
53427,saturation',1.0,0,neg_nonalpha_abrev,,,
53429,bvu),1.0,0,neg_nonalpha_abrev,,,
53431,'overrun',1.0,0,neg_nonalpha_abrev,,,
53433,runway:,1.0,0,neg_nonalpha_abrev,,,
53434,excel/xls,1.0,0,neg_nonalpha_abrev,,,
53436,damaging?,1.0,0,neg_nonalpha_abrev,,,
53440,restraints),1.0,0,neg_nonalpha_abrev,,,
53446,tailored],1.0,0,neg_nonalpha_abrev,,,
53447,stratosphere),1.0,0,neg_nonalpha_abrev,,,
53448,'commuters,1.0,0,neg_nonalpha_abrev,,,
53450,asked',1.0,0,neg_nonalpha_abrev,,,
53452,radios:,1.0,0,neg_nonalpha_abrev,,,
53453,'sadde',1.0,0,neg_nonalpha_abrev,,,
53456,discussion/refresher,1.0,0,neg_nonalpha_abrev,,,
53461,circumstances?,1.0,0,neg_nonalpha_abrev,,,
53465,eld5),1.0,0,neg_nonalpha_abrev,,,
53467,communication/frequency,1.0,0,neg_nonalpha_abrev,,,
53468,outbnd/inbnd,1.0,0,neg_nonalpha_abrev,,,
53469,rules/vfr,1.0,0,neg_nonalpha_abrev,,,
53472,make),1.0,0,neg_nonalpha_abrev,,,
53478,dg/vor,1.0,0,neg_nonalpha_abrev,,,
53479,'wellz,1.0,0,neg_nonalpha_abrev,,,
53480,broken',1.0,0,neg_nonalpha_abrev,,,
53481,'screwing,1.0,0,neg_nonalpha_abrev,,,
53482,'940',1.0,0,neg_nonalpha_abrev,,,
53483,hashy),1.0,0,neg_nonalpha_abrev,,,
53490,g4),1.0,0,neg_nonalpha_abrev,,,
53492,available/established,1.0,0,neg_nonalpha_abrev,,,
53500,location/type,1.0,0,neg_nonalpha_abrev,,,
53503,iap/ils,1.0,0,neg_nonalpha_abrev,,,
53504,s/w,1.0,0,neg_nonalpha_abrev,,,
53505,fl/ch,1.0,0,neg_nonalpha_abrev,,,
53506,speed/window,1.0,0,neg_nonalpha_abrev,,,
53507,magic',1.0,0,neg_nonalpha_abrev,,,
53508,rwys/sets,1.0,0,neg_nonalpha_abrev,,,
53511,desynchronosis',1.0,0,neg_nonalpha_abrev,,,
53512,'circadian,1.0,0,neg_nonalpha_abrev,,,
53517,turbines),1.0,0,neg_nonalpha_abrev,,,
53520,jolt/shudder,1.0,0,neg_nonalpha_abrev,,,
53524,eng/exhaust,1.0,0,neg_nonalpha_abrev,,,
53525,scopes),1.0,0,neg_nonalpha_abrev,,,
53526,v64),1.0,0,neg_nonalpha_abrev,,,
53527,'formative,1.0,0,neg_nonalpha_abrev,,,
53537,[far,1.0,0,neg_nonalpha_abrev,,,
53544,bills),1.0,0,neg_nonalpha_abrev,,,
53545,'vectored,1.0,0,neg_nonalpha_abrev,,,
53546,apching),1.0,0,neg_nonalpha_abrev,,,
53548,translates:,1.0,0,neg_nonalpha_abrev,,,
53550,'standpipes',1.0,0,neg_nonalpha_abrev,,,
53551,2824',1.0,0,neg_nonalpha_abrev,,,
53556,discuss/argue,1.0,0,neg_nonalpha_abrev,,,
53557,cell',1.0,0,neg_nonalpha_abrev,,,
53559,ask/tell,1.0,0,neg_nonalpha_abrev,,,
53560,interfering/intervening,1.0,0,neg_nonalpha_abrev,,,
53561,'subjugated',1.0,0,neg_nonalpha_abrev,,,
53568,'unidentified,1.0,0,neg_nonalpha_abrev,,,
53570,barbara),1.0,0,neg_nonalpha_abrev,,,
53571,only:,1.0,0,neg_nonalpha_abrev,,,
53573,location/direction,1.0,0,neg_nonalpha_abrev,,,
53577,'everyone',1.0,0,neg_nonalpha_abrev,,,
53578,regroup),1.0,0,neg_nonalpha_abrev,,,
53581,blimp),1.0,0,neg_nonalpha_abrev,,,
53583,judgemental/procedural,1.0,0,neg_nonalpha_abrev,,,
53584,feathers',1.0,0,neg_nonalpha_abrev,,,
53585,beach/el,1.0,0,neg_nonalpha_abrev,,,
53586,socal/other,1.0,0,neg_nonalpha_abrev,,,
53587,'ontario',1.0,0,neg_nonalpha_abrev,,,
53593,ias/if,1.0,0,neg_nonalpha_abrev,,,
53594,'baset,1.0,0,neg_nonalpha_abrev,,,
53595,'bindy',1.0,0,neg_nonalpha_abrev,,,
53597,'downe,1.0,0,neg_nonalpha_abrev,,,
53603,xabc),1.0,0,neg_nonalpha_abrev,,,
53605,overwhelmed/agitated,1.0,0,neg_nonalpha_abrev,,,
53606,dme/loc,1.0,0,neg_nonalpha_abrev,,,
53608,tracon/lax,1.0,0,neg_nonalpha_abrev,,,
53612,'asrs',1.0,0,neg_nonalpha_abrev,,,
53615,alarm/buzzer,1.0,0,neg_nonalpha_abrev,,,
53618,hvy/hvy,1.0,0,neg_nonalpha_abrev,,,
53623,cart),1.0,0,neg_nonalpha_abrev,,,
53626,jocco),1.0,0,neg_nonalpha_abrev,,,
53630,civet/rwy,1.0,0,neg_nonalpha_abrev,,,
53633,wonce',1.0,0,neg_nonalpha_abrev,,,
53634,lowering/moving,1.0,0,neg_nonalpha_abrev,,,
53635,entire),1.0,0,neg_nonalpha_abrev,,,
53636,acft/autoplt,1.0,0,neg_nonalpha_abrev,,,
53637,sxc),1.0,0,neg_nonalpha_abrev,,,
53638,slow/stop,1.0,0,neg_nonalpha_abrev,,,
53639,downe),1.0,0,neg_nonalpha_abrev,,,
53640,recalled/realized,1.0,0,neg_nonalpha_abrev,,,
53642,sbound',1.0,0,neg_nonalpha_abrev,,,
53643,lax/hhr,1.0,0,neg_nonalpha_abrev,,,
53644,'trw,1.0,0,neg_nonalpha_abrev,,,
53645,'jocco,1.0,0,neg_nonalpha_abrev,,,
53646,'made',1.0,0,neg_nonalpha_abrev,,,
53650,acft/high,1.0,0,neg_nonalpha_abrev,,,
53652,'behindness,1.0,0,neg_nonalpha_abrev,,,
53656,dfgs),1.0,0,neg_nonalpha_abrev,,,
53658,'raised,1.0,0,neg_nonalpha_abrev,,,
53662,find/correct,1.0,0,neg_nonalpha_abrev,,,
53665,responsibility',1.0,0,neg_nonalpha_abrev,,,
53669,sct/la,1.0,0,neg_nonalpha_abrev,,,
53672,'downe',1.0,0,neg_nonalpha_abrev,,,
53674,yes:,1.0,0,neg_nonalpha_abrev,,,
53675,picked/briefed,1.0,0,neg_nonalpha_abrev,,,
53679,cycle:,1.0,0,neg_nonalpha_abrev,,,
53680,'limma,1.0,0,neg_nonalpha_abrev,,,
53681,'gumby,1.0,0,neg_nonalpha_abrev,,,
53682,space?,1.0,0,neg_nonalpha_abrev,,,
53683,locks',1.0,0,neg_nonalpha_abrev,,,
53685,'xmission,1.0,0,neg_nonalpha_abrev,,,
53686,trail',1.0,0,neg_nonalpha_abrev,,,
53689,d29),1.0,0,neg_nonalpha_abrev,,,
53691,interception),1.0,0,neg_nonalpha_abrev,,,
53698,timely),1.0,0,neg_nonalpha_abrev,,,
53700,virgina),1.0,0,neg_nonalpha_abrev,,,
53701,xx00l),1.0,0,neg_nonalpha_abrev,,,
53702,arnes',1.0,0,neg_nonalpha_abrev,,,
53703,'301,1.0,0,neg_nonalpha_abrev,,,
53704,'60',1.0,0,neg_nonalpha_abrev,,,
53716,'uncaptured',1.0,0,neg_nonalpha_abrev,,,
53719,slow/momentary,1.0,0,neg_nonalpha_abrev,,,
53721,planned?,1.0,0,neg_nonalpha_abrev,,,
53722,techniques?,1.0,0,neg_nonalpha_abrev,,,
53724,'kayoh,1.0,0,neg_nonalpha_abrev,,,
53726,bands/kayoh,1.0,0,neg_nonalpha_abrev,,,
53728,'dummp,1.0,0,neg_nonalpha_abrev,,,
53729,'flung',1.0,0,neg_nonalpha_abrev,,,
53732,no:,1.0,0,neg_nonalpha_abrev,,,
53734,'retracted,1.0,0,neg_nonalpha_abrev,,,
53737,'crz',1.0,0,neg_nonalpha_abrev,,,
53739,'resynching,1.0,0,neg_nonalpha_abrev,,,
53742,values:,1.0,0,neg_nonalpha_abrev,,,
53743,pilots:,1.0,0,neg_nonalpha_abrev,,,
53745,island/queen,1.0,0,neg_nonalpha_abrev,,,
53746,direct/enter,1.0,0,neg_nonalpha_abrev,,,
53747,'fuselage',1.0,0,neg_nonalpha_abrev,,,
53748,colors:,1.0,0,neg_nonalpha_abrev,,,
53752,spelling],1.0,0,neg_nonalpha_abrev,,,
53754,'fife',1.0,0,neg_nonalpha_abrev,,,
53759,complacency?,1.0,0,neg_nonalpha_abrev,,,
53761,alwyz?,1.0,0,neg_nonalpha_abrev,,,
53762,glider/ultralight,1.0,0,neg_nonalpha_abrev,,,
53763,'scary',1.0,0,neg_nonalpha_abrev,,,
53766,fim4),1.0,0,neg_nonalpha_abrev,,,
53767,9550',1.0,0,neg_nonalpha_abrev,,,
53770,over/through,1.0,0,neg_nonalpha_abrev,,,
53771,175',1.0,0,neg_nonalpha_abrev,,,
53782,961',1.0,0,neg_nonalpha_abrev,,,
53784,reset/rearm,1.0,0,neg_nonalpha_abrev,,,
53785,'transgression,1.0,0,neg_nonalpha_abrev,,,
53786,vor/rnav,1.0,0,neg_nonalpha_abrev,,,
53788,'7000b',1.0,0,neg_nonalpha_abrev,,,
53789,unexpected',1.0,0,neg_nonalpha_abrev,,,
53790,believe',1.0,0,neg_nonalpha_abrev,,,
53791,requirements?,1.0,0,neg_nonalpha_abrev,,,
53795,4069',1.0,0,neg_nonalpha_abrev,,,
53796,optimum),1.0,0,neg_nonalpha_abrev,,,
53802,inattn?,1.0,0,neg_nonalpha_abrev,,,
53803,a481),1.0,0,neg_nonalpha_abrev,,,
53806,initials],1.0,0,neg_nonalpha_abrev,,,
53807,[controllers,1.0,0,neg_nonalpha_abrev,,,
53810,beach/terminal,1.0,0,neg_nonalpha_abrev,,,
53811,confusion/inadvertent,1.0,0,neg_nonalpha_abrev,,,
53812,fixation/concentration,1.0,0,neg_nonalpha_abrev,,,
53815,passing:,1.0,0,neg_nonalpha_abrev,,,
53816,'crowd',1.0,0,neg_nonalpha_abrev,,,
53821,busiest:,1.0,0,neg_nonalpha_abrev,,,
53823,hdof/com,1.0,0,neg_nonalpha_abrev,,,
53824,gears',1.0,0,neg_nonalpha_abrev,,,
53825,hear/read,1.0,0,neg_nonalpha_abrev,,,
53826,smoggy),1.0,0,neg_nonalpha_abrev,,,
53831,subscription),1.0,0,neg_nonalpha_abrev,,,
53837,styling',1.0,0,neg_nonalpha_abrev,,,
53839,'localizer',1.0,0,neg_nonalpha_abrev,,,
53845,1201),1.0,0,neg_nonalpha_abrev,,,
53847,monitor?,1.0,0,neg_nonalpha_abrev,,,
53848,flushes',1.0,0,neg_nonalpha_abrev,,,
53850,loc/on,1.0,0,neg_nonalpha_abrev,,,
53851,transmissions),1.0,0,neg_nonalpha_abrev,,,
53852,slowed:,1.0,0,neg_nonalpha_abrev,,,
53853,preflt/flt,1.0,0,neg_nonalpha_abrev,,,
53857,prefix),1.0,0,neg_nonalpha_abrev,,,
53865,fueler',1.0,0,neg_nonalpha_abrev,,,
53866,330k),1.0,0,neg_nonalpha_abrev,,,
53867,mol',1.0,0,neg_nonalpha_abrev,,,
53872,mishandled',1.0,0,neg_nonalpha_abrev,,,
53874,conclusions?,1.0,0,neg_nonalpha_abrev,,,
53879,collided),1.0,0,neg_nonalpha_abrev,,,
53880,mentioned:,1.0,0,neg_nonalpha_abrev,,,
53883,intently?,1.0,0,neg_nonalpha_abrev,,,
53884,'garbe,1.0,0,neg_nonalpha_abrev,,,
53887,'coached',1.0,0,neg_nonalpha_abrev,,,
53891,ctlr/fo,1.0,0,neg_nonalpha_abrev,,,
53897,to/away,1.0,0,neg_nonalpha_abrev,,,
53900,ellan),1.0,0,neg_nonalpha_abrev,,,
53902,'bargained',1.0,0,neg_nonalpha_abrev,,,
53906,'meads,1.0,0,neg_nonalpha_abrev,,,
53909,nations',1.0,0,neg_nonalpha_abrev,,,
53910,2174',1.0,0,neg_nonalpha_abrev,,,
53911,eng/airframe,1.0,0,neg_nonalpha_abrev,,,
53912,smarter',1.0,0,neg_nonalpha_abrev,,,
53913,analysis/solution,1.0,0,neg_nonalpha_abrev,,,
53917,'identical,1.0,0,neg_nonalpha_abrev,,,
53918,'parachute,1.0,0,neg_nonalpha_abrev,,,
53920,prefiled),1.0,0,neg_nonalpha_abrev,,,
53921,o61),1.0,0,neg_nonalpha_abrev,,,
53922,required:,1.0,0,neg_nonalpha_abrev,,,
53923,'towers,1.0,0,neg_nonalpha_abrev,,,
53924,mqi),1.0,0,neg_nonalpha_abrev,,,
53925,updraft),1.0,0,neg_nonalpha_abrev,,,
53928,flap/lndg,1.0,0,neg_nonalpha_abrev,,,
53930,1320',1.0,0,neg_nonalpha_abrev,,,
53933,'sarasota,1.0,0,neg_nonalpha_abrev,,,
53937,govern?,1.0,0,neg_nonalpha_abrev,,,
53938,'xxxy,1.0,0,neg_nonalpha_abrev,,,
53939,dir/intc,1.0,0,neg_nonalpha_abrev,,,
53940,lhm),1.0,0,neg_nonalpha_abrev,,,
53941,davis),1.0,0,neg_nonalpha_abrev,,,
53943,behind/ahead,1.0,0,neg_nonalpha_abrev,,,
53946,'fokker,1.0,0,neg_nonalpha_abrev,,,
53947,'xxxy',1.0,0,neg_nonalpha_abrev,,,
53948,wx/apchs,1.0,0,neg_nonalpha_abrev,,,
53949,'112,1.0,0,neg_nonalpha_abrev,,,
53951,observe',1.0,0,neg_nonalpha_abrev,,,
53953,miscom/misunderstanding,1.0,0,neg_nonalpha_abrev,,,
53954,preselect',1.0,0,neg_nonalpha_abrev,,,
53957,dgs),1.0,0,neg_nonalpha_abrev,,,
53958,com/instruction,1.0,0,neg_nonalpha_abrev,,,
53960,dives',1.0,0,neg_nonalpha_abrev,,,
53961,turbulence:,1.0,0,neg_nonalpha_abrev,,,
53962,'1100,1.0,0,neg_nonalpha_abrev,,,
53963,'pa,1.0,0,neg_nonalpha_abrev,,,
53964,mgmnt/airline,1.0,0,neg_nonalpha_abrev,,,
53965,poi),1.0,0,neg_nonalpha_abrev,,,
53968,master/alternator,1.0,0,neg_nonalpha_abrev,,,
53969,'qubee',1.0,0,neg_nonalpha_abrev,,,
53971,directly?,1.0,0,neg_nonalpha_abrev,,,
53973,window],1.0,0,neg_nonalpha_abrev,,,
53974,jxn),1.0,0,neg_nonalpha_abrev,,,
53975,phn),1.0,0,neg_nonalpha_abrev,,,
53980,v233),1.0,0,neg_nonalpha_abrev,,,
53981,'exit',1.0,0,neg_nonalpha_abrev,,,
53982,klan),1.0,0,neg_nonalpha_abrev,,,
53984,mop),1.0,0,neg_nonalpha_abrev,,,
53985,2d8),1.0,0,neg_nonalpha_abrev,,,
53986,malfunctioning/not,1.0,0,neg_nonalpha_abrev,,,
53987,radar/surveillance,1.0,0,neg_nonalpha_abrev,,,
53990,'bouncing,1.0,0,neg_nonalpha_abrev,,,
53991,standard/published,1.0,0,neg_nonalpha_abrev,,,
53993,verbatim),1.0,0,neg_nonalpha_abrev,,,
53997,'avoidance,1.0,0,neg_nonalpha_abrev,,,
53998,visible',1.0,0,neg_nonalpha_abrev,,,
53999,'rejoin,1.0,0,neg_nonalpha_abrev,,,
54001,'constantly,1.0,0,neg_nonalpha_abrev,,,
54002,research/discussion,1.0,0,neg_nonalpha_abrev,,,
54003,cooling',1.0,0,neg_nonalpha_abrev,,,
54007,terminology/phraseology,1.0,0,neg_nonalpha_abrev,,,
54012,close:,1.0,0,neg_nonalpha_abrev,,,
54013,'busts',1.0,0,neg_nonalpha_abrev,,,
54017,part?,1.0,0,neg_nonalpha_abrev,,,
54022,asper/tilly,1.0,0,neg_nonalpha_abrev,,,
54026,arr/sequencing,1.0,0,neg_nonalpha_abrev,,,
54028,clb/tkof,1.0,0,neg_nonalpha_abrev,,,
54029,12k',1.0,0,neg_nonalpha_abrev,,,
54030,'forgive',1.0,0,neg_nonalpha_abrev,,,
54031,'unicom,1.0,0,neg_nonalpha_abrev,,,
54032,61b),1.0,0,neg_nonalpha_abrev,,,
54033,inw),1.0,0,neg_nonalpha_abrev,,,
54035,'situationally',1.0,0,neg_nonalpha_abrev,,,
54036,mias),1.0,0,neg_nonalpha_abrev,,,
54038,steering/ctl,1.0,0,neg_nonalpha_abrev,,,
54042,'tarrk,1.0,0,neg_nonalpha_abrev,,,
54044,irs',1.0,0,neg_nonalpha_abrev,,,
54047,stations),1.0,0,neg_nonalpha_abrev,,,
54048,stupid',1.0,0,neg_nonalpha_abrev,,,
54050,furloughs',1.0,0,neg_nonalpha_abrev,,,
54051,tralr),1.0,0,neg_nonalpha_abrev,,,
54053,execute',1.0,0,neg_nonalpha_abrev,,,
54059,doing],1.0,0,neg_nonalpha_abrev,,,
54062,'overcorrects',1.0,0,neg_nonalpha_abrev,,,
54064,nipzo),1.0,0,neg_nonalpha_abrev,,,
54065,sop/loa,1.0,0,neg_nonalpha_abrev,,,
54066,hear/catch,1.0,0,neg_nonalpha_abrev,,,
54067,decertifying',1.0,0,neg_nonalpha_abrev,,,
54069,'boxes',1.0,0,neg_nonalpha_abrev,,,
54070,'roper,1.0,0,neg_nonalpha_abrev,,,
54073,plt/facility,1.0,0,neg_nonalpha_abrev,,,
54074,regime',1.0,0,neg_nonalpha_abrev,,,
54075,departure/clearance,1.0,0,neg_nonalpha_abrev,,,
54076,optimistic?,1.0,0,neg_nonalpha_abrev,,,
54078,occurred',1.0,0,neg_nonalpha_abrev,,,
54079,'admt,1.0,0,neg_nonalpha_abrev,,,
54081,'pdc',1.0,0,neg_nonalpha_abrev,,,
54082,release/flight,1.0,0,neg_nonalpha_abrev,,,
54083,'trlr2,1.0,0,neg_nonalpha_abrev,,,
54085,'cb,1.0,0,neg_nonalpha_abrev,,,
54091,sunst),1.0,0,neg_nonalpha_abrev,,,
54092,dispatch?,1.0,0,neg_nonalpha_abrev,,,
54093,'fixix',1.0,0,neg_nonalpha_abrev,,,
54094,'takes',1.0,0,neg_nonalpha_abrev,,,
54095,'nosewheel',1.0,0,neg_nonalpha_abrev,,,
54096,0l7),1.0,0,neg_nonalpha_abrev,,,
54097,'acknowledge,1.0,0,neg_nonalpha_abrev,,,
54100,146),1.0,0,neg_nonalpha_abrev,,,
54101,subdivision/street,1.0,0,neg_nonalpha_abrev,,,
54103,qar),1.0,0,neg_nonalpha_abrev,,,
54106,'sequestration,1.0,0,neg_nonalpha_abrev,,,
54107,princ),1.0,0,neg_nonalpha_abrev,,,
54115,'irritation',1.0,0,neg_nonalpha_abrev,,,
54116,trupps/frdmm,1.0,0,neg_nonalpha_abrev,,,
54120,assignments:,1.0,0,neg_nonalpha_abrev,,,
54123,'every',1.0,0,neg_nonalpha_abrev,,,
54124,las?,1.0,0,neg_nonalpha_abrev,,,
54125,'accidentally',1.0,0,neg_nonalpha_abrev,,,
54126,'glued',1.0,0,neg_nonalpha_abrev,,,
54127,momentary',1.0,0,neg_nonalpha_abrev,,,
54128,'ever,1.0,0,neg_nonalpha_abrev,,,
54131,capability],1.0,0,neg_nonalpha_abrev,,,
54134,informed',1.0,0,neg_nonalpha_abrev,,,
54136,middle',1.0,0,neg_nonalpha_abrev,,,
54143,'goat,1.0,0,neg_nonalpha_abrev,,,
54144,[expect,1.0,0,neg_nonalpha_abrev,,,
