"AIDS Report Number","Local Event Date","Event City","Event State","Event Airport","Event Type","Aircraft Damage","Flight Phase","Aircraft Make","Aircraft Model","Aircraft Series","Operator","Primary Flight Type","Flight Conduct Code","Flight Plan Filed Code","Aircraft Registration Nbr","Total Fatalities","Total Injuries","Aircraft Engine Make","Aircraft Engine Model","Engine Group Code","Nbr of Engines","PIC Certificate Type","PIC Flight Time Total Hrs","PIC Flight Time Total Make-Model"," "," "
"20191031020559I","31-OCT-19","WEST JORDAN","UT","SOUTH VALLEY RGNL","INCIDENT","MINOR","CLIMB","PIAGGIO","P180","AVANTI","","","GENERAL OPERATING RULES","","829TX","0","0","P&W CA","PT6A-66","","2","PRIVATE PILOT FLIGHT INSTRUCTOR","3300","2","76",""
"20191031020769I","31-OCT-19","WINSLOW","AZ","WINSLOW-LINDBERGH RGNL","INCIDENT","MINOR","LANDING: TOUCHDOWN","MOONEY","M20J","NO SERIES EXISTS","","","GENERAL OPERATING RULES","","201SV","0","0","","","","1","PRIVATE PILOT","315","","",""
"20191101020579I","01-NOV-19","ELBERTON","GA","","INCIDENT","MINOR","LANDING: ROLLOUT","","","","","","GENERAL OPERATING RULES","","779J","0","0","JABIRU","3300L","","","","","","",""
"20191101020759I","01-NOV-19","LANCASTER","OH","FAIRFIELD MEDICAL CENTER","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","BELL","206","L3","AIR EVAC EMS INC","","GENERAL OPERATING RULES","","327AE","0","0","ALLISO","250-C30 SER","CAE-89","","COMMERCIAL PILOT","2159","55","12",""
"20191102018879I","02-NOV-19","NEW CASTLE","DE","NEW CASTLE","INCIDENT","MINOR","LANDING: APPROACH","CESSNA","172","P","","","GENERAL OPERATING RULES","","9968L","0","0","","","","1","","","","",""
"20191102019089I","02-NOV-19","EASTON","PA","BRADEN AIRPARK","INCIDENT","MINOR","LANDING: TOUCHDOWN","PIPER","PA28R","200","","","GENERAL OPERATING RULES","","111AE","0","0","LYCOMI","I0360 SER","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","2673","131","5",""
"20191103017509I","03-NOV-19","KNOXVILLE","TN","KNOXVILLE DOWNTOWN ISLAND","INCIDENT","MINOR","LANDING: ROLLOUT","BEECH","55","E55","","","GENERAL OPERATING RULES","","2205L","0","0","CONT M","IO 520 SERIES","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","2255","800","12",""
"20191103020809I","03-NOV-19","BURNS","OR","BURNS MUNI","INCIDENT","MINOR","TAXI","BEECH","35","E35","","","GENERAL OPERATING RULES","","7302B","0","0","CONT M","E225 SERIES","","1","PRIVATE PILOT","923","414","5",""
"20191103020819I","03-NOV-19","CROCKETT","TX","HOUSTON COUNTY","INCIDENT","MINOR","LANDING: TOUCHDOWN","BEECH","55","95B55","","","GENERAL OPERATING RULES","","3214A","0","0","CONT M","I0-470 SERIES","","","PRIVATE PILOT","3012","","",""
"20191104018809I","04-NOV-19","POINT LOOKOUT","NY","LONG ISLAND MAC ARTHUR","INCIDENT","NONE","DESCENT","CESSNA","150","L","","","GENERAL OPERATING RULES","","5390Q","0","0","CONT M","0-200 SERIES","A","1","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","7933","400","87",""
"20191104019249I","04-NOV-19","BEDFORD","MA","LAURENCE G HANSCOM FLD","INCIDENT","MINOR","LANDING: ROLLOUT","CESSNA","172","S","","","GENERAL OPERATING RULES","","13151","0","0","LYCOMI","IO-360-L2A","","1","PRIVATE PILOT","163","40","23",""
"20191105019169I","05-NOV-19","STAFFORD","VA","STAFFORD RGNL","INCIDENT","MINOR","LANDING: TOUCHDOWN","HAWKER","400","A","TRAVEL MANAGEMENT COMPANY LLC","","GENERAL OPERATING RULES","","453TM","0","0","P&W CA","JT15D-5R","","2","","","","",""
"20191105020839I","05-NOV-19","HOUSTON","TX","GEORGE BUSH INTERCONTINENTAL/HOUSTON","INCIDENT","SUBSTANTIAL","TAKEOFF: CLIMB OUT","MCDONNELL DOUGLAS","MD90","30","DELTA AIR LINES INC","","AIR CARRIER/COMMERCIAL","","910DN","0","0","IAE","V2500SERIES","","","","","","",""
"20191106019159I","06-NOV-19","CALIFORNIA","MD","ST. MARY'S COUNTY RGNL","INCIDENT","MINOR","LANDING: TOUCHDOWN","","","","","","GENERAL OPERATING RULES","","6242","0","0","VOLKSW","CONVERSION","","","PRIVATE PILOT","542","3","1",""
"20191106020849I","06-NOV-19","NORTH CANTON","OH","AKRON-CANTON RGNL","INCIDENT","MINOR","LANDING: APPROACH","BEECH","23","C23","","","GENERAL OPERATING RULES","","9273S","0","0","LYCOMI","O&VO-360 SER","","1","","","","",""
"20191106020859I","06-NOV-19","HARTFORD","CT","HARTFORD-BRAINARD","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","","","","","","GENERAL OPERATING RULES","","976TR","0","0","P&W CA","PW210S","","","","","","",""
"20191107016949I","07-NOV-19","CHESTERFIELD","MO","SPIRIT OF ST LOUIS","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","","","","","","GENERAL OPERATING RULES","","103KK","0","0","WILLIA","FJ44-3A","","2","PRIVATE PILOT","4000","1600","100",""
"20191107016959I","07-NOV-19","CHESTERFIELD","MO","SPIRIT OF ST LOUIS","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","BELL","407","NO SERIES EXISTS","","","GENERAL OPERATING RULES","","64AE","0","1","ROLLS-","250-C47B","","1","","","","",""
"20191107018629I","07-NOV-19","GOSHEN","IN","GOSHEN MUNI","INCIDENT","NONE","TAKEOFF: CLIMB OUT","CESSNA","152","NO SERIES EXISTS","","","GENERAL OPERATING RULES","","84MK","0","0","LYCOMI","0-235 SERIES","0-235-","1","","","","",""
"20191107020889I","07-NOV-19","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","BOEING","737","7H4","SOUTHWEST AIRLINES CO","","AIR CARRIER/COMMERCIAL","","228WN","0","0","CFM IN","CFM56-7B24","","","","","","",""
"20191109019239I","09-NOV-19","WEST GREENWICH","RI","","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","ROCKWELL","112","TCA","","","GENERAL OPERATING RULES","","1337J","0","0","LYCOMI","I0360 SER","L-1419","1","","","","",""
"20191110018459I","10-NOV-19","FOURCHON","LA","HOUMA-TERREBONNE","INCIDENT","MINOR","LANDING: TOUCHDOWN","BELL","407","NO SERIES EXISTS","PHI INC","","AIR TAXI/COMMUTER","","496PH","0","0","ALLISO","250-C47","","1","COMMERCIAL PILOT","2837","54","54",""
"20191110018479I","10-NOV-19","ZEPHYRHILLS","FL","ZEPHYRHILLS MUNI","INCIDENT","NONE","OTHER-SPECIFY","DE HAVILLAND","DHC6","UNDESIGNATED SERIES","","","PARACHUTE JUMPING","","202EH","1","0","U/A CA","PT6 SER 578HP","","","","","","",""
"20191110020959I","10-NOV-19","LIVERMORE","CA","LIVERMORE MUNI","INCIDENT","MINOR","LANDING: TOUCHDOWN","CESSNA","172","R","","","GENERAL OPERATING RULES","","2173Z","0","0","LYCOMI","IO-360-L2A","","1","PRIVATE PILOT","133","133","45",""
"20191111017239I","11-NOV-19","OMAHA","NE","EPPLEY AIRFIELD","INCIDENT","MINOR","DESCENT","BEECH","99","C99","AMERIFLIGHT LLC","","AIR TAXI/COMMUTER","","227AV","0","0","P&W","PT6A SER","","","COMMERCIAL PILOT","1650","","",""
"20191111020999I","11-NOV-19","TITUSVILLE","FL","SPACE COAST RGNL","INCIDENT","MINOR","LANDING: APPROACH","BELL","206","B","","","GENERAL OPERATING RULES","","1751","0","0","ROLLS-","250-C20B","","1","AIRLINE TRANSPORT","9500","1600","80",""
"20191112018899I","12-NOV-19","HANOVER","VA","HANOVER COUNTY MUNI","INCIDENT","MINOR","LANDING: TOUCHDOWN","NON STANDARD","","","","","GENERAL OPERATING RULES","","162SF","0","0","ROTAX","912ULS SERIES","","","STUDENT","12","12","12",""
"20191112021039I","12-NOV-19","HOT SPRINGS","AR","MEMORIAL FIELD","INCIDENT","MINOR","LANDING: ROLLOUT","","","","","","GENERAL OPERATING RULES","","5559B","0","0","LYCOMI","X(I)O 320","","","","","","",""
"20191112021049I","12-NOV-19","LAS CRUCES","NM","LAS CRUCES INTL","INCIDENT","MINOR","LANDING: TOUCHDOWN","PIPER","PA24","250","","","GENERAL OPERATING RULES","","5303P","0","0","LYCOMI","0-540 SERIES","","","PRIVATE PILOT","278","","",""
"20191113019452I","13-NOV-19","TOMS RIVER","NJ","ROBERT J. MILLER AIR PARK","INCIDENT","MINOR","LANDING: APPROACH","CESSNA","172","N","CHRISTIANSEN AVIATION INC","","GENERAL OPERATING RULES","","2148E","0","0","LYCOMI","0-320 SERIES","","1","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","3935","51","6",""
"20191113021179I","13-NOV-19","TAMPA","FL","","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","ROBINSON","R44","UNDESIGNATED SERIES","OLD CITY HELICOPTERS LLC","","GENERAL OPERATING RULES","","828AK","0","0","LYCOMI","O-540-F1B5","","1","COMMERCIAL PILOT","478","267","45",""
"20191113021209I","13-NOV-19","KEENE","NH","DILLANT-HOPKINS","INCIDENT","MINOR","LANDING: ROLLOUT","BOMBARDIER","BD100 1A10","NO SERIES EXISTS","LONDON FLYING CLUB OF CANADA","","","","591FX","0","0","","","","","","","","",""
"20191114019309I","14-NOV-19","BROOMFIELD","CO","ROCKY MOUNTAIN METROPOLITAN","INCIDENT","MINOR","LANDING: ROLLOUT","","","","","","GENERAL OPERATING RULES","","1812E","0","0","LYCOMI","IO-360-L2A","","1","STUDENT","76","76","76",""
"20191114021259I","14-NOV-19","HOOD RIVER","OR","KEN JERNSTEDT AIRFIELD","INCIDENT","MINOR","TAXI","PIPER","PA22","135","","","GENERAL OPERATING RULES","","110F","0","0","LYCOMI","0-290 SERIES","","","PRIVATE PILOT FLIGHT INSTRUCTOR","1200","","",""
"20191116011229I","16-NOV-19","LIVERMORE","CA","LIVERMORE MUNI","INCIDENT","MINOR","OTHER-SPECIFY","PIPER","PA18","UNDESIGNATED SERIES","AERIAL ADVERTISING SERVICES","","GENERAL OPERATING RULES","","8589D","0","0","LYCOMI","O-320","","","","","","",""
"20191116014229I","16-NOV-19","FORT SMITH","AR","FORT SMITH RGNL","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","CESSNA","172","UNDESIGNATED SERIES","","","GENERAL OPERATING RULES","","6271E","0","0","CONT M","0-300 SER","","1","","","","",""
"20191116021289I","16-NOV-19","GAINESVILLE","TX","GAINESVILLE MUNI","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","PIPER","PA34","200","US AVIATION ACADEMY","","PILOT SCHOOLS","","1JD","0","0","LYCOMI","I0360 SER","","","PRIVATE PILOT FLIGHT INSTRUCTOR","1043","220","20",""
"20191116021689I","16-NOV-19","PENOBSCOT","ME","","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","AGUSTA","A109","E","SEVEN BAR AVIATION LLC","","AIR TAXI/COMMUTER","","901EM","0","0","P&W CA","PW206C","","2","","","","",""
"20191117021319I","17-NOV-19","ELYRIA","OH","LORAIN COUNTY RGNL","INCIDENT","MINOR","LANDING: TOUCHDOWN","NAVION","NAVION","B","","","GENERAL OPERATING RULES","","5198K","0","0","LYCOMI","GO-435C&D SER","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","7004","1","90",""
"20191118017229I","18-NOV-19","SALINA","KS","SALINA RGNL","INCIDENT","MINOR","MANEUVER","CHAMPION","8KCAB","NO SERIES EXISTS","","","GENERAL OPERATING RULES","","5500W","0","0","LYCOMI","AEIO-360 SER","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","984","122","",""
"20191119020749I","19-NOV-19","HILLIARD","FL","HILLIARD AIRPARK","INCIDENT","MINOR","TAXI","CESSNA","172","G","","","GENERAL OPERATING RULES","","3980L","0","0","CONT M","0-300 SER","UNKNOW","1","PRIVATE PILOT","298","297","27",""
"20191119021359I","19-NOV-19","CHARLOTTE","NC","CHARLOTTE/DOUGLAS INTL","INCIDENT","MINOR","GROUND-RAMP","EMBRAER","EMB145","LR","PIEDMONT AIRLINES INC","","AIR CARRIER/COMMERCIAL","","654AE","0","0","ROLLS-","AE 3007A1P","","","","","","",""
"20191119021369I","19-NOV-19","DEER VALLEY","AZ","PHOENIX DEER VALLEY","INCIDENT","MINOR","LANDING: TOUCHDOWN","PIPER","PA44","180","WESTWIND AVIATION INC","","PILOT SCHOOLS","","145WW","0","0","LYCOMI","O-360 SERIES","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","1340","320","131",""
"20191120015349I","20-NOV-19","MIAMI","FL","KENDALL-TAMIAMI EXECUTIVE","INCIDENT","NONE","LANDING: TOUCHDOWN","CESSNA","172","M","","","GENERAL OPERATING RULES","","4325R","0","0","LYCOMI","0-320 SERIES","","1","PRIVATE PILOT","165","155","90",""
"20191120021399I","20-NOV-19","SAINT AUGUSTINE","FL","NORTHEAST FLORIDA RGNL","INCIDENT","MINOR","LANDING: ROLLOUT","EXTRA","EA300","L","","","GENERAL OPERATING RULES","","451EF","0","0","LYCOMI","AEIO-540-L1B5","","","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","4150","","",""
"20191122017249I","22-NOV-19","CHUGIAK","AK","BIRCHWOOD","INCIDENT","MINOR","LANDING: ROLLOUT","MAULE","MX7","180A","","","GENERAL OPERATING RULES","","30543","0","0","LYCOMI","O-360 SERIES","","","PRIVATE PILOT","553","27","43",""
"20191122021419I","22-NOV-19","SANFORD","FL","ORLANDO SANFORD INTL","INCIDENT","MINOR","TAXI","CESSNA","172","P","","","PILOT SCHOOLS","","4NP","0","0","LYCOMI","0-320 SERIES","D2J","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","309","279","98",""
"20191122021469I","22-NOV-19","FORT LAUDERDALE","FL","FORT LAUDERDALE EXECUTIVE","INCIDENT","MINOR","DESCENT","","","","ISLAND AIR CHARTERS INC","","AIR TAXI/COMMUTER","","209RG","0","0","LYCOMI","0-540 SERIES","","","","","","",""
"20191123018859I","23-NOV-19","TOUGHKENAMON","PA","NEW GARDEN","INCIDENT","MINOR","LANDING: ROLLOUT","ROTORSPORT","CALIDUS","NO SERIES EXISTS","","","GENERAL OPERATING RULES","","772Z","0","0","ROTAX","914UL","","","","1000","15","26",""
"20191123021609I","23-NOV-19","SHAKOPEE","MN","","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","PIPER","PA12","NO SERIES EXISTS","","","GENERAL OPERATING RULES","","3586M","0","0","LYCOMI","0-235 SERIES","","","PRIVATE PILOT","1000","850","2",""
"20191126018099I","26-NOV-19","SAN DIEGO","CA","BROWN FIELD MUNI","INCIDENT","MINOR","LANDING: TOUCHDOWN","CESSNA","172","M","","","GENERAL OPERATING RULES","","1487V","0","0","LYCOMI","0-320 SERIES","","1","STUDENT","37","37","20",""
"20191127012419I","27-NOV-19","WINK","TX","WINKLER COUNTY","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","BEECH","33","F33A","","","GENERAL OPERATING RULES","","1832F","0","0","","","","1","PRIVATE PILOT","","","",""
"20191128016929I","28-NOV-19","BROWNWOOD","TX","BROWNWOOD RGNL","INCIDENT","MINOR","LANDING: TOUCHDOWN","PIPER","PA28R","200","","","GENERAL OPERATING RULES","","43317","0","0","LYCOMI","I0360 SER","","","PRIVATE PILOT","240","10","97",""
"20191129019279I","29-NOV-19","WILMINGTON","NC","WILMINGTON INTL","INCIDENT","MINOR","LANDING: TOUCHDOWN","MOONEY","M20C","NO SERIES EXISTS","","","GENERAL OPERATING RULES","","770DK","0","0","LYCOMI","O&VO-360 SER","","1","PRIVATE PILOT","214","73","7",""
"20191129020909I","29-NOV-19","TAMPA","FL","TAMPA EXECUTIVE","INCIDENT","MINOR","LANDING: TOUCHDOWN","PIPER","PA28R","200","","","GENERAL OPERATING RULES","","1077X","0","0","LYCOMI","I0360 SER","","","PRIVATE PILOT","420","220","40",""
"20191130020929I","30-NOV-19","MANNING","SC","SANTEE COOPER RGNL","INCIDENT","MINOR","LANDING: APPROACH","PIPER","PA23","250","","","GENERAL OPERATING RULES","","56AD","0","0","LYCOMI","TI0-540 SER","","","PRIVATE PILOT","1356","500","12",""
"20191201019229I","01-DEC-19","MILTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","LANDING: APPROACH","BOEING","767","332","DELTA AIR LINES INC","","AIR CARRIER/COMMERCIAL","","1607B","0","0","GE","CF6-80 SERIES","","","","","","",""
"20191201020989I","01-DEC-19","ABILENE","TX","ABILENE RGNL","INCIDENT","NONE","LANDING: TOUCHDOWN","ECLIPSE AVIATION","500","NO SERIES EXISTS","","","GENERAL OPERATING RULES","","53WA","0","0","P&W CA","PW610F-A","","","PRIVATE PILOT FLIGHT INSTRUCTOR","1534","223","86",""
"20191202021059I","02-DEC-19","FORT LAUDERDALE","FL","FORT LAUDERDALE EXECUTIVE","INCIDENT","MINOR","LANDING: TOUCHDOWN","PIPER","PA44","180","","","PILOT SCHOOLS","","299ND","0","0","LYCOMI","O&VO-360 SER","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","1300","","",""
"20191204016969I","04-DEC-19","POPLAR BLUFF","MO","","INCIDENT","NONE","CLIMB","CESSNA","150","L","","","GENERAL OPERATING RULES","","148MA","0","0","CONT M","0-200 SERIES","213928","1","COMMERCIAL PILOT","1143","145","30",""
"20191204021109I","04-DEC-19","NORTH VERNON","IN","NORTH VERNON","INCIDENT","MINOR","LANDING: TOUCHDOWN","","","","","","PILOT SCHOOLS","","662L","0","0","AUSTRO","AE300","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","707","447","208",""
"20191204021129I","04-DEC-19","BROOKSVILLE","FL","HERNANDO COUNTY","INCIDENT","MINOR","TAKEOFF: DEPARTURE","PIPER","PA44","180","","","GENERAL OPERATING RULES","","209PT","0","0","LYCOMI","O-360-E1A6D","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","2040","50","220",""
"20191205016979I","05-DEC-19","WASHINGTON","MO","WASHINGTON RGNL","INCIDENT","MINOR","TAKEOFF: DEPARTURE","","","","MYSKY LLC","","PILOT SCHOOLS","","797NA","0","0","LYCOMI","O-360-J2A","","","PRIVATE PILOT FLIGHT INSTRUCTOR","951","670","143",""
"20191205021189I","05-DEC-19","PIMA","AZ","","INCIDENT","SUBSTANTIAL","CRUISE-LEVEL FLIGHT","","","","","","GENERAL OPERATING RULES","","616RV","0","2","MAZDA","13B","UNKNOW","","","","","",""
"20191205021199I","05-DEC-19","MILWAUKEE","WI","GENERAL MITCHELL INTL","INCIDENT","MINOR","TAXI","CESSNA","208","B","CSA AIR INC","","AIR TAXI/COMMUTER","","784FE","0","0","P&W","PT6A SER","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","2670","643","66",""
"20191205021219I","05-DEC-19","","AL","MONTGOMERY RGNL (DANNELLY FIELD)","INCIDENT","NONE","DESCENT","CESSNA","150","L","","","GENERAL OPERATING RULES","","19212","0","0","CONT M","0-200 SERIES","UNK","1","COMMERCIAL PILOT","2100","","",""
"20191205021229I","05-DEC-19","FRANKFORT","IN","FRANKFORT MUNI","INCIDENT","MINOR","LANDING: TOUCHDOWN","PIPER","PA28R","201","","","PILOT SCHOOLS","","542PU","0","0","LYCOMI","I0360 SER","","","PRIVATE PILOT FLIGHT INSTRUCTOR","782","25","10",""
"20191207017019I","07-DEC-19","GARNER","KS","NEW CENTURY AIRCENTER","INCIDENT","MINOR","TAXI","CESSNA","172","C","","","GENERAL OPERATING RULES","","1812Y","0","0","CONT M","0-300 SER","","1","STUDENT","28","28","28",""
"20191208017319I","08-DEC-19","FULTON","MO","ELTON HENSLEY MEMORIAL","INCIDENT","MINOR","LANDING: TOUCHDOWN","PIPER","PA24","250","","","GENERAL OPERATING RULES","","5695P","0","0","LYCOMI","0-540 SERIES","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4198","638","1",""
"20191209018509I","09-DEC-19","KWIGILLINGOK","AK","KWIGILLINGOK","INCIDENT","MINOR","TAXI","CESSNA","207","A","GRANT AVIATION INC","","AIR TAXI/COMMUTER","","9728M","0","0","CONT M","IO-520-F","","1","COMMERCIAL PILOT","1503","690","193",""
"20191209021329I","09-DEC-19","WINDSOR LOCKS","CT","BRADLEY INTL","INCIDENT","MINOR","DESCENT","","","","JAZZ AVIATION LP","","FOREIGN AIR CARRIER","","C-GNO","0","0","","","","","UNKNOWN/FOREIGN","","","",""
"20191211018969I","11-DEC-19","KALAMAZOO","MI","KALAMAZOO/BATTLE CREEK INTL","INCIDENT","MINOR","LANDING: TOUCHDOWN","CESSNA","P210","N","","","GENERAL OPERATING RULES","","4805K","0","0","CONT M","TSIO-520 SER","","1","PRIVATE PILOT","3526","50","51",""
"20191211021349I","11-DEC-19","NASHUA","NH","BOIRE FIELD","INCIDENT","NONE","UNKNOWN","CESSNA","172","M","AIR DIRECT AIRWAYS","","PILOT SCHOOLS","","1495U","0","0","LYCOMI","0-320 SERIES","","1","","","","",""
"20191213021379I","13-DEC-19","TULSA","OK","TULSA INTL","INCIDENT","MINOR","LANDING: TOUCHDOWN","PIPER","PA28","161","","","GENERAL OPERATING RULES","","3568G","0","0","LYCOMI","0-320 SERIES","","","STUDENT","33","33","33",""
"20191213021389I","13-DEC-19","BLYTHEVILLE A F","AR","ARKANSAS INTL","INCIDENT","MINOR","LANDING: APPROACH","","","","","","GENERAL OPERATING RULES","","151BF","0","0","WILLIA","FJ44-3A","","2","","","","",""
"20191214021449I","14-DEC-19","MIDLAND","TX","MIDLAND INTL","INCIDENT","MINOR","LANDING: ROLLOUT","","","","MILITARY UNKNOWN","","","","NONE","0","0","","","","","UNKNOWN/FOREIGN","","","",""
"20191214021459I","14-DEC-19","COCOA BEACH","FL","","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","","","","","","PARACHUTE JUMPING","","3239T","0","1","AMA/EX","UNKNOWN ENG","","","","","","",""
"20191214021509I","14-DEC-19","SANFORD","FL","SANFORD","INCIDENT","NONE","LANDING: ROLLOUT","CESSNA","172","P","L-3 COMMUNICATIONS FLIGHT INTERNATIONAL AVIATION L","","PILOT SCHOOLS","","54291","0","0","LYCOMI","0-320 SERIES","","1","STUDENT","82","82","39",""
"20191215021529I","15-DEC-19","PUYALLUP","WA","PIERCE COUNTY - THUN FIELD","INCIDENT","MINOR","LANDING: ROLLOUT","CESSNA","510","NO SERIES EXISTS","","","GENERAL OPERATING RULES","","884TM","0","0","P&W CA","PW615F-A","","2","PRIVATE PILOT","3850","565","30",""
"20191215021539I","15-DEC-19","GEORGETOWN","SC","GEORGETOWN COUNTY","INCIDENT","MINOR","LANDING: TOUCHDOWN","CESSNA","210","M","","","GENERAL OPERATING RULES","","732XT","0","0","CONT M","IO 520 SERIES","","1","COMMERCIAL PILOT","3778","","",""
"20191215021559I","15-DEC-19","BRENHAM","TX","BRENHAM MUNI","INCIDENT","MINOR","LANDING: TOUCHDOWN","BEECH","35","M35","","","GENERAL OPERATING RULES","","7747B","0","0","CONT M","I0-470 SERIES","","1","COMMERCIAL PILOT","10000","140","40",""
"20191215021569I","15-DEC-19","LAKE CITY","FL","LAKELAND LINDER RGNL","INCIDENT","MINOR","LANDING: ROLLOUT","","","","","","GENERAL OPERATING RULES","","836SR","0","0","ROTAX","912ULS SERIES","","","PRIVATE PILOT","190","","",""
"20191216018649I","16-DEC-19","OCEANSIDE","CA","OCEANSIDE MUNI","INCIDENT","MINOR","LANDING: APPROACH","PIPER","PA28R","201","","","GENERAL OPERATING RULES","","9436C","0","0","","","","","PRIVATE PILOT","800","","20",""
"20191216021649I","16-DEC-19","DAVENPORT","FL","","INCIDENT","NONE","LANDING: TOUCHDOWN","","","","","","GENERAL OPERATING RULES","","3013T","0","1","N/A","N/A","N/A","1","COMMERCIAL PILOT","2917","","",""
"20191218019699I","18-DEC-19","LAMAR","CO","LAMAR MUNI","INCIDENT","MINOR","LANDING: APPROACH","CESSNA","P210","N","","","GENERAL OPERATING RULES","","4917K","0","0","","","","1","COMMERCIAL PILOT","12000","500","50",""
"20191218019959I","18-DEC-19","FRESNO","CA","FRESNO YOSEMITE INTL","INCIDENT","SUBSTANTIAL","GROUND-RAMP","BEECH","200","UNDESIGNATED SERIES","","","","","72MM","0","0","U/A CA","PT6A-41","","2","","","","",""
"20191218019969I","18-DEC-19","FORT PIERCE","FL","ST LUCIE COUNTY INTL","INCIDENT","MINOR","TAKEOFF: ROTATION","PIPER","PA34","200T","","","GENERAL OPERATING RULES","","8703E","0","0","CONT M","TSIO-360 SER","","","PRIVATE PILOT FLIGHT INSTRUCTOR","10500","","",""
"20191218021659I","18-DEC-19","SCOTTSDALE","AZ","SCOTTSDALE","INCIDENT","MINOR","LANDING: ROLLOUT","BEECH","C45","UC45J","","","GENERAL OPERATING RULES","","12718","0","0","P&W","R-985 SERIES","","","","","","",""
"20191219018839I","19-DEC-19","WEST CHESTER","PA","BRANDYWINE","INCIDENT","MINOR","GROUND-RAMP","PIPER","PA28","161","","","GENERAL OPERATING RULES","","83993","0","0","LYCOMI","0-320 SERIES","","","PRIVATE PILOT FLIGHT INSTRUCTOR","417","356","152",""
"20191219019979I","19-DEC-19","BROOMFIELD","CO","ROCKY MOUNTAIN METROPOLITAN","INCIDENT","MINOR","LANDING: ROLLOUT","BEECH","33","F33A","","","GENERAL OPERATING RULES","","13EJ","0","0","CONT M","IO 520 SERIES","","1","AIRLINE TRANSPORT","19451","52","5",""
"20191219019989I","19-DEC-19","KISSIMMEE","FL","KISSIMMEE GATEWAY","INCIDENT","NONE","LANDING: TOUCHDOWN","NORTH AMERICAN","P51","D","","","GENERAL OPERATING RULES","","851D","0","0","PKRD-R","V1650 SERIES","","","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","7540","455","65",""
"20191219019999I","19-DEC-19","ELKHART","IN","ELKHART MUNI","INCIDENT","MINOR","TAXI","CHAMPION","7ECA","NO SERIES EXISTS","","","GENERAL OPERATING RULES","","9593S","0","0","LYCOMI","0-235 SERIES","","1","PRIVATE PILOT","182","11","21",""
