Acronym,acronym,Fullform5,link3
MMPS,mmps,Puerto Escondido International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LPPS,lpps,Porto Santo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
VTUJ,vtuj,Surin Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
VVPK,vvpk,Pleiku Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SKVL,skvl,Velasquez Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
VEJP,vejp,Jeypore Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NCPY,ncpy,Tongareva Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SVPA,svpa,Cacique Aramare Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
UERP,uerp,Polyarny Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
OIIP,oiip,Payam International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPYM,kpym,Plymouth Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SEPT,sept,Putumayo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LGAD,lgad,Andravida Air Base,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
VTBF,vtbf,Pattaya Airpark,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SKPZ,skpz,Paz de Ariporo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
FAPM,fapm,Pietermaritzburg Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
OPZB,opzb,Zhob Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ZUZH,zuzh,Panzhihua Bao'anying Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NCPK,ncpk,Pukapuka Island Airfield,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
FADQ,fadq,Zulu Inyala Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SVPR,svpr,Manuel Carlos Piar Guayana Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SCTC,sctc,Maquehue Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
HSPN,hspn,Port Sudan New International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LZPP,lzpp,Pieš?any Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LIAP,liap,L'Aquila–Preturo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
CYBD,cybd,Bella Coola Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
EGXC,egxc,RAF Coningsby,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
EDXJ,edxj,Husum Schwesing Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
DNIM,dnim,Sam Mbakwe Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
WSAP,wsap,Paya Lebar Air Base,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
FAGM,fagm,Rand Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
MMQT,mmqt,Querétaro Intercontinental Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
DNSU,dnsu,Warri Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SDSC,sdsc,Mário Pereira Lopes Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
DAAS,daas,Ain Arnat Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LIRI,liri,Salerno Costa d'Amalfi Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
HLUB,hlub,Ubari Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
EGHR,eghr,Chichester/Goodwood Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
DNAI,dnai,Akwa Ibom International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
EGUY,eguy,RAF Wyton,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LFMA,lfma,"Aix les Milles, France",https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AYTK,aytk,Rabaul Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRAC,krac,John H. Batten Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
OERR,oerr,Arar Domestic Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SAFR,safr,Rafaela Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NZRA,nzra,Raglan Aerodrome,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
OERF,oerf,Rafha Domestic Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
GVNP,gvnp,Nelson Mandela International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
VARK,vark,Rajkot Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
GMMX,gmmx,Marrakesh Menara Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRAL,kral,Riverside Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
YRNG,yrng,Ramingining Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LIDR,lidr,Ravenna Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SBRP,sbrp,Leite Lopes Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRAP,krap,Rapid City Regional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
WAWR,wawr,Sugimanuru Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NCRG,ncrg,Rarotonga International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
OIGG,oigg,Rasht Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
USNR,usnr,Raduzhny Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SKCN,skcn,Cravo Norte Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
OPRT,oprt,Rawalakot Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
GMME,gmme,Rabat–Salé Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SWBR,swbr,Borba Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
YROI,yroi,Robinvale Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRBD,krbd,Dallas Executive Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
VDRK,vdrk,Ratanakiri Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRBG,krbg,Roseburg Regional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NFFR,nffr,Rabi Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
RJCR,rjcr,Rebun Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRBL,krbl,Red Bluff Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
EDMS,edms,Straubing Wallmühle Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SLRB,slrb,Roboré Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SLRQ,slrq,Rurrenabaque Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SBRB,sbrb,Plácido de Castro International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
YORB,yorb,Orbost Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
HKMB,hkmb,Marsabit Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
YROE,yroe,Roebourne Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AGRM,agrm,Ramata Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRBW,krbw,Lowcountry Regional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
HSMK,hsmk,Rumbek Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
PARY,pary,Ruby Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRCA,krca,Ellsworth Air Force Base,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
FARB,farb,Richards Bay Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SKRH,skrh,Almirante Padilla Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRCK,krck,H. H. Coffield Regional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NVSR,nvsr,Redcliffe Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
YRMD,yrmd,Richmond Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LFDN,lfdn,Rochefort – Saint-Agnant Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SATR,satr,Reconquista Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRCR,krcr,Fulton County Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
EGTO,egto,Rochester Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRCT,krct,Nartron Field,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SAOC,saoc,Las Higueras Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
MYRP,myrp,Port Nelson Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
YRKD,yrkd,Rockhampton Downs Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
PADG,padg,Red Dog Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SNDC,sndc,Redenção Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRDD,krdd,Redding Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRDG,krdg,Reading Regional Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRDM,krdm,Roberts Field,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
WMPR,wmpr,Redang Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
EPRA,epra,Radom Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
VEDG,vedg,Kazi Nazrul Islam Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRDR,krdr,Grand Forks Air Force Base,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SAHS,sahs,Rincón de los Sauces Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
GOSR,gosr,Richard Toll Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRDU,krdu,Raleigh–Durham International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LFCR,lfcr,Rodez–Marcillac Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NTGE,ntge,Reao Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
EDAX,edax,Rechlin–Lärz Airfield,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SBRF,sbrf,Recife/Guararapes–Gilberto Freyre International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRVL,krvl,Mifflin County Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LICR,licr,Reggio di Calabria Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SOOR,soor,Régina Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SAVT,savt,Almirante Marcos A. Zar Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
UWOO,uwoo,Orenburg Tsentralny Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KREO,kreo,Rome State Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
VDSR,vdsr,Siem Reap International Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
MGRT,mgrt,Retalhuleu Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SARE,sare,Resistencia International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ENRS,enrs,Røst Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LERS,lers,Reus Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
MMRX,mmrx,General Lucio Blanco International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SLRY,slry,Reyes Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SDRS,sdrs,Resende Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
FEGR,fegr,Rafaï Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRFD,krfd,Chicago Rockford International Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRFG,krfg,Rooke Field,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
BIRG,birg,Raufarhöfn Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NTTR,nttr,Raiatea Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
MRRF,mrrf,Río Frío Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
MNRT,mnrt,Rosita Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SAWE,sawe,Hermes Quijada International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
VEBG,vebg,Balurghat Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NTTG,nttg,Rangiroa Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
UNBG,unbg,Gorno-Altaysk Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SAWG,sawg,Piloto Civil Norberto Fernández International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
VYYY,vyyy,Yangon International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ZKHM,zkhm,Chongjin Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LEBG,lebg,Burgos Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
WIPR,wipr,Japura Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
BIRE,bire,Reykhólar Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SANR,sanr,Termas de Río Hondo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LFSR,lfsr,Reims – Champagne Air Base,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
HRYU,hryu,Ruhengeri Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRHI,krhi,Rhinelander–Oneida County Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
YRYH,yryh,Roy Hill Station Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
FYSA,fysa,Skorpion Mine Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LGRP,lgrp,Rhodes International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
VNRC,vnrc,Ramechhap Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRHV,krhv,Reid–Hillview Airport of Santa Clara County,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SBSM,sbsm,Santa Maria Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SLRI,slri,Riberalta Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRIC,kric,Richmond International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRID,krid,Richmond Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRPD,krpd,Rice Lake Regional Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRIF,krif,Richfield Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SBRG,sbrg,Rio Grande Regional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
MPSM,mpsm,Scarlett Martinez International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SPJA,spja,Juan Simons Vela Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRIL,kril,Garfield County Regional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SPLN,spln,San Nicolas Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AGRC,agrc,Ringgi Cove Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRIR,krir,Flabob Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
RJER,rjer,Rishiri Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRIV,kriv,March Air Reserve Base,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRIW,kriw,Riverton Regional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
EVRA,evra,Riga International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
OYRN,oyrn,Riyan Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
VORY,vory,Rajahmundry Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
VNRB,vnrb,Rajbiraj Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
VGRJ,vgrj,Shah Makhdum Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LDRI,ldri,Rijeka Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LELO,lelo,Logroño–Agoncillo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
OIKR,oikr,Rafsanjan Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NTKK,ntkk,Aratika-Nord Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRKD,krkd,Knox County Regional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
EKRK,ekrk,Roskilde Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KUZA,kuza,Rock Hill/York County Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
WIBR,wibr,Rokot Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRKP,krkp,Aransas County Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRKR,krkr,Robert S. Kerr Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRKS,krks,Rock Springs–Sweetwater County Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
OMRK,omrk,Ras Al Khaimah International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
BIRK,birk,Reykjavík Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRKW,krkw,Rockwood Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ZURK,zurk,Shigatse Peace Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRLD,krld,Richland Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ETNL,etnl,Rostock–Laage Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ZBYZ,zbyz,Bayannur Tianjitai Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SAOS,saos,Valle del Conlara Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
DRZL,drzl,Arlit Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
YROM,yrom,Roma Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
OOBR,oobr,Buraimi Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
VORG,vorg,Ramagundam Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KRME,krme,Griffiss International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
